##[group]==END_FILE==, 45.92253668678922, , , , 24159243, False, 
Requested labels: self-hosted, 0.0, , , , 6012325, False, 
##[group]GITHUB_TOKEN Permissions, 5.546081859181434, , , , 3809385, False, 
##[group]Run styfle/cancel-workflow-action@b173b6ec0100793626c2d9e6b90435061f4fc3e5, 9.562214859307884, , , , 696352, False, 
##[group]Run actions/checkout@8f4b7f84864484a7bf31766abe9204da3cbe65b3, 2.907989933601124, , , , 196955, False, 
##[group]Setting up auth, 1.4563544652974316, , , , 61924, False, 
##[group]Fetching the repository, 8.771159770740766, , , , 635604, False, 
##[group]Run actions/cache@88522ab9f39a2ea568f7027eddc7d8d8bc9d59c8, 23.7421111641746, , , , 1567635, False, 
##[group]Installed distributions, 4.189926731389047, , , , 311069, False, 
##[group]Run bazel test --test_output=errors //..., 9.674451098514629, , , , 793967, True, ##[error]Process completed with exit code 127.
##[group]==END_FILE==__dup_11, 74.27496645698778, , , , 25988727, False, 
##[group]GITHUB_TOKEN Permissions__dup_12, 5.451222818946314, , , , 4143777, False, 
##[group]Run styfle/cancel-workflow-action@b173b6ec0100793626c2d9e6b90435061f4fc3e5__dup_13, 8.10566984876828, , , , 720458, False, 
##[group]Run actions/checkout@8f4b7f84864484a7bf31766abe9204da3cbe65b3__dup_14, 2.3627806284413877, , , , 186288, False, 
##[group]Removing previously created refs_ to avoid conflicts, 1.189202807114816, , , , 28424, False, 
##[group]Fetching the repository__dup_16, 6.0241389645153065, , , , 423510, False, 
##[group]Run actions/cache@88522ab9f39a2ea568f7027eddc7d8d8bc9d59c8__dup_17, 7.432091572665557, , , , 569472, False, 
##[group]Run bazel test --test_output=errors //...__dup_18, 10.326121717907284, , , , 789078, False, 
##[group]GITHUB_TOKEN Permissions__dup_19, 64.87183446589317, , , , 3646969, False, 
##[group]Run styfle/cancel-workflow-action@b173b6ec0100793626c2d9e6b90435061f4fc3e5__dup_20, 10.925725524571796, , , , 682172, False, 
##[group]Run actions/checkout@8f4b7f84864484a7bf31766abe9204da3cbe65b3__dup_21, 4.576085501048276, , , , 196689, False, 
##[group]Setting up auth__dup_22, 2.3062011585729225, , , , 61163, False, 
##[group]Fetching the repository__dup_23, 9.345860687950251, , , , 429201, False, 
##[group]Run actions/cache@88522ab9f39a2ea568f7027eddc7d8d8bc9d59c8__dup_24, 14.454592825096205, , , , 561207, False, 
##[group]Run bazel test --test_output=errors //...__dup_25, 29.41775096879052, , , , 812868, False, 
